ID,Año,Campeonato,Equipo,Ganados,Perdidos,Empatados,Puntos,Partidos Jugados,GF,GC,DIF,Logo
169,1939,Campeonato 1939,River Plate,21,7,5,68,33,94,45,49,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
170,1939,Campeonato 1939,Rosario Central,13,15,4,43,32,54,65,-11,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
171,1939,Campeonato 1939,San Lorenzo,17,11,4,55,32,71,53,18,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
172,1939,Campeonato 1939,Tigre,12,17,3,39,32,50,74,-24,https://logodetimes.com/times/tigre/logo-tigre-256.png
173,1939,Campeonato 1939,Velez,12,14,6,42,32,47,63,-16,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
174,1940,Campeonato 1940,Atlanta,10,19,4,34,33,57,87,-30,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
175,1940,Campeonato 1940,Banfield,11,11,7,40,29,67,60,7,https://logodetimes.com/times/banfield/logo-banfield-256.png
176,1940,Campeonato 1940,Boca Juniors,22,3,7,73,32,85,36,49,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
177,1940,Campeonato 1940,Chacarita,8,14,6,30,28,38,60,-22,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
178,1940,Campeonato 1940,Estudiantes (LP),18,13,3,57,34,80,72,8,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
179,1940,Campeonato 1940,Ferro,10,16,7,37,33,58,75,-17,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
180,1940,Campeonato 1940,Gimnasia (LP),16,13,4,52,33,76,86,-10,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
181,1940,Campeonato 1940,Huracan,18,11,4,58,33,79,62,17,https://logodetimes.com/times/huracan/logo-huracan-256.png
182,1940,Campeonato 1940,Independiente,19,7,7,64,33,89,49,40,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
183,1940,Campeonato 1940,Lanus,10,19,3,33,32,73,97,-24,https://logodetimes.com/times/lanus/logo-lanus-256.png
184,1940,Campeonato 1940,Newells,13,11,9,48,33,69,61,8,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
185,1940,Campeonato 1940,Platense,12,17,5,41,34,51,68,-17,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
186,1940,Campeonato 1940,Racing Club,18,11,5,59,34,84,67,17,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
187,1940,Campeonato 1940,River Plate,17,9,8,59,34,92,54,38,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
188,1940,Campeonato 1940,Rosario Central,10,18,5,35,33,59,75,-16,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
189,1940,Campeonato 1940,San Lorenzo,11,15,8,41,34,62,65,-3,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
190,1940,Campeonato 1940,Tigre,13,18,3,42,34,75,86,-11,https://logodetimes.com/times/tigre/logo-tigre-256.png
191,1940,Campeonato 1940,Velez,9,20,3,30,32,49,83,-34,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
192,1941,Campeonato 1941,Atlanta,8,12,10,34,30,59,73,-14,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
193,1941,Campeonato 1941,Banfield,15,12,3,48,30,67,68,-1,https://logodetimes.com/times/banfield/logo-banfield-256.png
194,1941,Campeonato 1941,Boca Juniors,16,10,4,52,30,61,52,9,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
195,1941,Campeonato 1941,Estudiantes (LP),13,11,6,45,30,77,64,13,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
196,1941,Campeonato 1941,Ferro,13,13,4,43,30,44,54,-10,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
197,1941,Campeonato 1941,Gimnasia (LP),8,18,4,28,30,50,73,-23,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
198,1941,Campeonato 1941,Huracan,14,10,6,48,30,57,48,9,https://logodetimes.com/times/huracan/logo-huracan-256.png
199,1941,Campeonato 1941,Independiente,15,11,4,49,30,67,53,14,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
200,1941,Campeonato 1941,Lanus,6,18,6,24,30,59,95,-36,https://logodetimes.com/times/lanus/logo-lanus-256.png
201,1941,Campeonato 1941,Newells,17,9,4,55,30,78,50,28,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
202,1941,Campeonato 1941,Platense,6,17,7,25,30,49,68,-19,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
203,1941,Campeonato 1941,Racing Club,15,12,3,48,30,64,54,10,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
204,1941,Campeonato 1941,River Plate,19,5,6,63,30,75,35,40,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
205,1941,Campeonato 1941,Rosario Central,6,20,4,22,30,42,76,-34,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
206,1941,Campeonato 1941,San Lorenzo,17,7,6,57,30,67,46,21,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
207,1941,Campeonato 1941,Tigre,9,12,9,36,30,47,54,-7,https://logodetimes.com/times/tigre/logo-tigre-256.png
208,1942,Campeonato 1942,Atlanta,10,17,3,33,30,65,67,-2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
209,1942,Campeonato 1942,Banfield,11,12,7,40,30,58,62,-4,https://logodetimes.com/times/banfield/logo-banfield-256.png
210,1942,Campeonato 1942,Boca Juniors,14,9,7,49,30,65,41,24,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
211,1942,Campeonato 1942,Chacarita,7,12,11,32,30,40,59,-19,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
212,1942,Campeonato 1942,Estudiantes (LP),13,10,7,46,30,61,59,2,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
213,1942,Campeonato 1942,Ferro,9,12,9,36,30,45,52,-7,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
214,1942,Campeonato 1942,Gimnasia (LP),7,13,10,31,30,45,65,-20,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
215,1942,Campeonato 1942,Huracan,14,7,9,51,30,62,49,13,https://logodetimes.com/times/huracan/logo-huracan-256.png
216,1942,Campeonato 1942,Independiente,10,12,8,38,30,45,57,-12,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
217,1942,Campeonato 1942,Lanus,8,14,8,32,30,37,58,-21,https://logodetimes.com/times/lanus/logo-lanus-256.png
218,1942,Campeonato 1942,Newells,15,9,6,51,30,70,43,27,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
219,1942,Campeonato 1942,Platense,9,13,8,35,30,51,55,-4,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
220,1942,Campeonato 1942,Racing Club,9,11,10,37,30,56,58,-2,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
221,1942,Campeonato 1942,River Plate,20,4,6,66,30,79,37,42,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
222,1942,Campeonato 1942,San Lorenzo,16,6,8,56,30,70,50,20,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
223,1942,Campeonato 1942,Tigre,6,17,7,25,30,46,83,-37,https://logodetimes.com/times/tigre/logo-tigre-256.png
224,1943,Campeonato 1943,Atlanta,10,13,7,37,30,57,70,-13,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
225,1943,Campeonato 1943,Banfield,9,14,7,34,30,50,68,-18,https://logodetimes.com/times/banfield/logo-banfield-256.png
226,1943,Campeonato 1943,Boca Juniors,18,3,9,63,30,79,42,37,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
227,1943,Campeonato 1943,Chacarita,8,12,10,34,30,42,59,-17,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
228,1943,Campeonato 1943,Estudiantes (LP),12,11,7,43,30,53,53,0,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
229,1943,Campeonato 1943,Ferro,8,15,7,31,30,41,60,-19,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
230,1943,Campeonato 1943,Gimnasia (LP),7,17,6,27,30,54,77,-23,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
231,1943,Campeonato 1943,Huracan,13,12,5,44,30,52,51,1,https://logodetimes.com/times/huracan/logo-huracan-256.png
232,1943,Campeonato 1943,Independiente,12,12,6,42,30,61,50,11,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
233,1943,Campeonato 1943,Lanus,10,12,8,38,30,59,58,1,https://logodetimes.com/times/lanus/logo-lanus-256.png
234,1943,Campeonato 1943,Newells,8,12,10,34,30,44,54,-10,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
235,1943,Campeonato 1943,Platense,12,12,6,42,30,52,52,0,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
236,1943,Campeonato 1943,Racing Club,11,11,8,41,30,54,58,-4,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
237,1943,Campeonato 1943,River Plate,19,5,6,63,30,74,38,36,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
238,1943,Campeonato 1943,Rosario Central,11,12,7,40,30,53,54,-1,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
239,1943,Campeonato 1943,San Lorenzo,14,9,7,49,30,72,53,19,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
240,1944,Campeonato 1944,Atlanta,11,10,9,42,30,63,58,5,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
241,1944,Campeonato 1944,Banfield,4,15,11,23,30,47,77,-30,https://logodetimes.com/times/banfield/logo-banfield-256.png
242,1944,Campeonato 1944,Boca Juniors,19,3,8,65,30,82,41,41,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
243,1944,Campeonato 1944,Chacarita,6,15,9,27,30,43,69,-26,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
244,1944,Campeonato 1944,Estudiantes (LP),16,7,7,55,30,66,43,23,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
245,1944,Campeonato 1944,Ferro,7,14,9,30,30,44,67,-23,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
246,1944,Campeonato 1944,Huracan,13,12,5,44,30,80,72,8,https://logodetimes.com/times/huracan/logo-huracan-256.png
247,1944,Campeonato 1944,Independiente,11,8,11,44,30,55,45,10,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
248,1944,Campeonato 1944,Lanus,7,15,8,29,30,38,65,-27,https://logodetimes.com/times/lanus/logo-lanus-256.png
249,1944,Campeonato 1944,Newells,10,13,7,37,30,63,62,1,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
250,1944,Campeonato 1944,Platense,9,15,6,33,30,62,72,-10,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
251,1944,Campeonato 1944,Racing Club,13,11,6,45,30,56,55,1,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
252,1944,Campeonato 1944,River Plate,17,3,10,61,30,68,43,25,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
253,1944,Campeonato 1944,Rosario Central,9,12,9,36,30,50,56,-6,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
254,1944,Campeonato 1944,San Lorenzo,12,8,10,46,30,61,49,12,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
255,1944,Campeonato 1944,Velez,10,13,7,37,30,45,49,-4,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
256,1945,Campeonato 1945,Atlanta,6,12,12,30,30,56,64,-8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
257,1945,Campeonato 1945,Boca Juniors,18,6,6,60,30,71,43,28,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
258,1945,Campeonato 1945,Chacarita,6,14,10,28,30,46,65,-19,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
259,1945,Campeonato 1945,Estudiantes (LP),14,12,4,46,30,63,58,5,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
260,1945,Campeonato 1945,Ferro,9,16,5,32,30,51,73,-22,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
261,1945,Campeonato 1945,Gimnasia (LP),7,17,6,27,30,50,76,-26,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
262,1945,Campeonato 1945,Huracan,17,11,2,53,30,76,61,15,https://logodetimes.com/times/huracan/logo-huracan-256.png
263,1945,Campeonato 1945,Independiente,17,6,7,58,30,68,51,17,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
264,1945,Campeonato 1945,Lanus,8,15,7,31,30,46,59,-13,https://logodetimes.com/times/lanus/logo-lanus-256.png
265,1945,Campeonato 1945,Newells,12,14,4,40,30,52,56,-4,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
266,1945,Campeonato 1945,Platense,12,12,6,42,30,50,57,-7,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
267,1945,Campeonato 1945,Racing Club,10,15,5,35,30,59,63,-4,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
268,1945,Campeonato 1945,River Plate,20,4,6,66,30,66,34,32,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
269,1945,Campeonato 1945,Rosario Central,10,16,4,34,30,58,70,-12,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
270,1945,Campeonato 1945,San Lorenzo,15,7,8,53,30,67,45,22,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
271,1945,Campeonato 1945,Velez,11,15,4,37,30,69,73,-4,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
272,1946,Campeonato 1946,Atlanta,7,17,6,27,30,51,82,-31,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
273,1946,Campeonato 1946,Boca Juniors,19,7,4,61,30,68,38,30,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
274,1946,Campeonato 1946,Chacarita,11,17,2,35,30,52,62,-10,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
275,1946,Campeonato 1946,Estudiantes (LP),16,12,2,50,30,61,51,10,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
276,1946,Campeonato 1946,Ferro,6,21,3,21,30,29,73,-44,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
277,1946,Campeonato 1946,Huracan,12,14,4,40,30,57,68,-11,https://logodetimes.com/times/huracan/logo-huracan-256.png
278,1946,Campeonato 1946,Independiente,13,9,8,47,30,56,53,3,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
279,1946,Campeonato 1946,Lanus,8,12,10,34,30,55,70,-15,https://logodetimes.com/times/lanus/logo-lanus-256.png
280,1946,Campeonato 1946,Newells,10,13,7,37,30,51,46,5,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
281,1946,Campeonato 1946,Platense,10,12,8,38,30,48,47,1,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
282,1946,Campeonato 1946,Racing Club,18,9,3,57,30,69,48,21,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
283,1946,Campeonato 1946,River Plate,17,6,7,58,30,59,34,25,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
284,1946,Campeonato 1946,Rosario Central,13,14,3,42,30,69,72,-3,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
285,1946,Campeonato 1946,San Lorenzo,20,4,6,66,30,90,37,53,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
286,1946,Campeonato 1946,Tigre,8,17,5,29,30,55,81,-26,https://logodetimes.com/times/tigre/logo-tigre-256.png
287,1946,Campeonato 1946,Velez,11,15,4,37,30,54,62,-8,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
288,1947,Campeonato 1947,Atlanta,4,16,10,22,30,31,74,-43,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/C.a._atlanta.png/120px-C.a._atlanta.png
289,1947,Campeonato 1947,Banfield,7,17,6,27,30,40,80,-40,https://logodetimes.com/times/banfield/logo-banfield-256.png
290,1947,Campeonato 1947,Boca Juniors,17,5,8,59,30,70,43,27,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
291,1947,Campeonato 1947,Chacarita,14,12,4,46,30,66,52,14,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
292,1947,Campeonato 1947,Estudiantes (LP),15,8,7,52,30,64,35,29,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
293,1947,Campeonato 1947,Huracan,10,16,4,34,30,59,73,-14,https://logodetimes.com/times/huracan/logo-huracan-256.png
294,1947,Campeonato 1947,Independiente,17,6,7,58,30,66,42,24,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
295,1947,Campeonato 1947,Lanus,7,16,7,28,30,46,70,-24,https://logodetimes.com/times/lanus/logo-lanus-256.png
296,1947,Campeonato 1947,Newells,7,13,10,31,30,45,63,-18,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
297,1947,Campeonato 1947,Platense,9,13,8,35,30,38,54,-16,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
298,1947,Campeonato 1947,Racing Club,15,9,6,51,30,63,45,18,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
299,1947,Campeonato 1947,River Plate,22,4,4,70,30,90,37,53,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
300,1947,Campeonato 1947,Rosario Central,9,14,7,34,30,55,68,-13,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
301,1947,Campeonato 1947,San Lorenzo,13,6,11,50,30,71,43,28,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
302,1947,Campeonato 1947,Tigre,6,16,8,26,30,48,80,-32,https://logodetimes.com/times/tigre/logo-tigre-256.png
303,1947,Campeonato 1947,Velez,11,12,7,40,30,51,44,7,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
304,1948,Campeonato 1948,Banfield,8,15,6,30,29,53,67,-14,https://logodetimes.com/times/banfield/logo-banfield-256.png
305,1948,Campeonato 1948,Boca Juniors,10,10,10,40,30,52,47,5,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
306,1948,Campeonato 1948,Chacarita,9,11,10,37,30,45,48,-3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
307,1948,Campeonato 1948,Estudiantes (LP),16,10,4,52,30,63,45,18,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
308,1948,Campeonato 1948,Gimnasia (LP),6,16,8,26,30,51,78,-27,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
